年,月,日,曜日,品目名,品目コード,産地名,産地コード,数量,価格,対前日比（数量）,対前日比（価格）
2025,9,8,月,パセリ,33600,愛　知,023,102,5903,,
2025,9,8,月,きゅうり,34100,,,804731,407,142.9,99.8
2025,9,8,月,きゅうり,34100,福　島,007,181877,440,,
2025,9,8,月,きゅうり,34100,北海道,001,124666,418,,
2025,9,8,月,きゅうり,34100,岩　手,003,58060,376,,
2025,9,8,月,きゅうり,34100,長　野,020,48075,416,,
2025,9,8,月,きゅうり,34100,宮　城,004,44045,404,,
2025,9,8,月,かぼちゃ,34200,,,383776,192,109.6,101.1
2025,9,8,月,かぼちゃ,34200,北海道,001,340208,164,,
2025,9,8,月,　　うち輸入,34201,,,80,11,5.6,17.7
2025,9,8,月,なす,34300,,,365103,402,144.8,101.8
2025,9,8,月,なす,34300,群　馬,010,105525,441,,
2025,9,8,月,なす,34300,茨　城,008,54019,310,,
2025,9,8,月,なす,34300,栃　木,009,47458,434,,
2025,9,8,月,なす,34300,山　梨,019,34083,350,,
2025,9,8,月,なす,34300,徳　島,036,25986,415,,
2025,9,8,月,トマト,34400,,,827223,571,149.0,98.8
2025,9,8,月,トマト,34400,岐　阜,021,228001,578,,
2025,9,8,月,トマト,34400,北海道,001,165654,580,,
2025,9,8,月,トマト,34400,熊　本,043,88335,491,,
2025,9,8,月,トマト,34400,福　島,007,56841,656,,
2025,9,8,月,トマト,34400,群　馬,010,54826,560,,
2025,9,8,月,ミニトマト,34450,,,244702,1157,134.1,99.3
2025,9,8,月,ミニトマト,34450,北海道,001,120253,1177,,
2025,9,8,月,ミニトマト,34450,茨　城,008,44663,1076,,
2025,9,8,月,ミニトマト,34450,青　森,002,18718,1243,,
2025,9,8,月,ミニトマト,34450,千　葉,012,10118,1106,,
2025,9,8,月,ミニトマト,34450,山　形,006,7425,1281,,
2025,9,8,月,ピーマン,34500,,,276407,498,112.1,98.4
2025,9,8,月,ピーマン,34500,岩　手,003,93984,404,,
2025,9,8,月,ピーマン,34500,茨　城,008,52568,539,,
2025,9,8,月,ピーマン,34500,青　森,002,29344,394,,
2025,9,8,月,ピーマン,34500,大　分,044,23145,551,,
2025,9,8,月,ピーマン,34500,福　島,007,18525,540,,
2025,9,8,月,ししとう,34600,,,12656,1292,111.1,97.7
2025,9,8,月,ししとう,34600,高　知,039,4322,1548,,
2025,9,8,月,ししとう,34600,京　都,026,4138,1163,,
2025,9,8,月,ししとう,34600,千　葉,012,1477,1500,,
2025,9,8,月,ししとう,34600,北海道,001,426,1015,,
2025,9,8,月,スイトコーン,34700,,,66978,323,86.8,103.5
2025,9,8,月,スイトコーン,34700,北海道,001,54387,323,,
2025,9,8,月,さやいんげん,35100,,,8985,1388,119.2,104.6
2025,9,8,月,さやいんげん,35100,福　島,007,2257,1312,,
2025,9,8,月,さやいんげん,35100,群　馬,010,2091,1179,,
2025,9,8,月,さやいんげん,35100,青　森,002,1583,1204,,
2025,9,8,月,さやいんげん,35100,北海道,001,1161,2136,,
2025,9,8,月,さやいんげん,35100,岩　手,003,635,1305,,
2025,9,8,月,さやえんどう,35200,,,1755,2322,91.8,109.1
2025,9,8,月,さやえんどう,35200,北海道,001,1239,2728,,
2025,9,8,月,さやえんどう,35200,青　森,002,11,4025,,
2025,9,8,月,さやえんどう,35200,秋　田,005,6,3384,,
2025,9,8,月,さやえんどう,35200,長　野,020,5,2484,,
2025,9,8,月,　　うち輸入,35201,,,494,1253,56.4,103.8
2025,9,8,月,えだまめ,35500,,,69146,932,108.9,98.0
2025,9,8,月,えだまめ,35500,群　馬,010,20325,1066,,
2025,9,8,月,えだまめ,35500,秋　田,005,19170,724,,
2025,9,8,月,えだまめ,35500,山　形,006,19024,1003,,
2025,9,8,月,かんしょ,36100,,,330218,299,102.5,102.4
2025,9,8,月,かんしょ,36100,茨　城,008,127274,266,,
2025,9,8,月,かんしょ,36100,千　葉,012,93847,296,,
2025,9,8,月,かんしょ,36100,徳　島,036,72000,350,,
2025,9,8,月,ばれいしょ,36200,,,904969,171,120.9,102.4
2025,9,8,月,ばれいしょ,36200,北海道,001,876571,171,,
2025,9,8,月,さといも,36300,,,24595,484,77.6,114.7
2025,9,8,月,さといも,36300,千　葉,012,10079,384,,
2025,9,8,月,さといも,36300,宮　崎,045,8009,439,,
2025,9,8,月,さといも,36300,静　岡,022,4518,785,,
2025,9,8,月,やまのいも,36500,,,122637,511,100.7,103.0
2025,9,8,月,やまのいも,36500,北海道,001,58061,488,,
2025,9,8,月,やまのいも,36500,青　森,002,57037,508,,
2025,9,8,月,たまねぎ,36610,,,1707930,157,162.9,100.6
2025,9,8,月,たまねぎ,36610,北海道,001,1557134,155,,
2025,9,8,月,　　うち輸入,36620,,,61555,110,117.3,111.1
2025,9,8,月,にんにく,36700,,,18729,1549,119.5,114.1
2025,9,8,月,にんにく,36700,青　森,002,10918,2262,,
2025,9,8,月,にんにく,36700,北海道,001,469,1029,,
2025,9,8,月,にんにく,36700,香　川,037,80,1310,,
2025,9,8,月,にんにく,36700,佐　賀,041,50,1512,,
2025,9,8,月,にんにく,36700,群　馬,010,50,1123,,
2025,9,8,月,　　うち輸入,36701,,,7067,490,97.2,107.0
2025,9,8,月,しょうが,37200,,,27865,986,94.1,104.8
2025,9,8,月,しょうが,37200,高　知,039,12906,1247,,
2025,9,8,月,しょうが,37200,長　崎,042,4323,764,,
2025,9,8,月,しょうが,37200,千　葉,012,1696,841,,
2025,9,8,月,しょうが,37200,熊　本,043,1554,1235,,
2025,9,8,月,しょうが,37200,和歌山,030,1416,668,,
2025,9,8,月,　　うち輸入,37201,,,4869,558,103.4,99.5
2025,9,8,月,生しいたけ,38100,,,57396,973,101.4,101.1
2025,9,8,月,生しいたけ,38100,徳　島,036,12091,915,,
2025,9,8,月,生しいたけ,38100,秋　田,005,10113,1117,,
2025,9,8,月,生しいたけ,38100,長　崎,042,5434,947,,
2025,9,8,月,生しいたけ,38100,福　島,007,4107,850,,
2025,9,8,月,生しいたけ,38100,岩　手,003,3129,1050,,
2025,9,8,月,　　うち輸入,38101,,,984,799,39.5,106.3
2025,9,8,月,なめこ,38300,,,22737,437,83.1,99.5
2025,9,8,月,なめこ,38300,長　野,020,6477,452,,
2025,9,8,月,なめこ,38300,新　潟,015,3517,214,,
2025,9,8,月,なめこ,38300,山　形,006,3114,457,,
2025,9,8,月,なめこ,38300,三　重,024,2668,589,,
2025,9,8,月,なめこ,38300,群　馬,010,1216,433,,
2025,9,8,月,えのきだけ,38400,,,128114,315,95.7,104.0
2025,9,8,月,えのきだけ,38400,長　野,020,79488,334,,
2025,9,8,月,えのきだけ,38400,新　潟,015,22015,300,,
2025,9,8,月,えのきだけ,38400,宮　崎,045,8863,275,,
2025,9,8,月,しめじ,38500,,,86459,431,91.9,96.2
2025,9,8,月,しめじ,38500,長　野,020,55706,395,,
2025,9,8,月,しめじ,38500,福　岡,040,14445,412,,
2025,9,8,月,その他の野菜,39000,,,349939,941,105.4,98.3
2025,9,8,月,輸入野菜計,39100,,,140142,473,114.1,98.7
2025,9,8,月,他の輸入野菜,39200,,,63494,776,120.7,94.2
