年,月,日,曜日,品目名,品目コード,産地名,産地コード,数量,価格,対前日比（数量）,対前日比（価格）
2025,9,22,月,野菜総計,30000,,,15114101,299,117.4,106.0
2025,9,22,月,野菜総計,30000,北海道,001,5459564,236,,
2025,9,22,月,野菜総計,30000,長　野,020,3188299,165,,
2025,9,22,月,野菜総計,30000,群　馬,010,1801258,182,,
2025,9,22,月,野菜総計,30000,茨　城,008,656971,471,,
2025,9,22,月,野菜総計,30000,青　森,002,625109,333,,
2025,9,22,月,野菜総計,30000,岩　手,003,393473,277,,
2025,9,22,月,野菜総計,30000,千　葉,012,360480,464,,
2025,9,22,月,だいこん,30100,,,1125503,144,97.8,107.5
2025,9,22,月,だいこん,30100,北海道,001,662676,147,,
2025,9,22,月,だいこん,30100,青　森,002,327648,137,,
2025,9,22,月,かぶ,30200,,,56782,190,135.2,99.0
2025,9,22,月,かぶ,30200,千　葉,012,22692,160,,
2025,9,22,月,かぶ,30200,青　森,002,18049,276,,
2025,9,22,月,かぶ,30200,埼　玉,011,14739,122,,
2025,9,22,月,にんじん,30300,,,879509,143,110.7,100.7
2025,9,22,月,にんじん,30300,北海道,001,852595,143,,
2025,9,22,月,ごぼう,30400,,,99235,351,143.8,98.0
2025,9,22,月,ごぼう,30400,青　森,002,52084,295,,
2025,9,22,月,ごぼう,30400,北海道,001,17570,240,,
2025,9,22,月,ごぼう,30400,鹿児島,046,15247,648,,
2025,9,22,月,たけのこ,30500,,,24,716,60.0,101.3
2025,9,22,月,たけのこ,30500,鹿児島,046,24,716,,
2025,9,22,月,れんこん,30600,,,94444,433,95.4,101.2
2025,9,22,月,れんこん,30600,茨　城,008,56301,441,,
2025,9,22,月,れんこん,30600,佐　賀,041,12869,337,,
2025,9,22,月,れんこん,30600,徳　島,036,8981,510,,
2025,9,22,月,はくさい,31100,,,1413493,95,124.2,99.0
2025,9,22,月,はくさい,31100,長　野,020,1331844,94,,
2025,9,22,月,みずな,31300,,,38318,495,130.3,102.3
2025,9,22,月,みずな,31300,茨　城,008,27498,445,,
2025,9,22,月,みずな,31300,福　岡,040,4564,579,,
2025,9,22,月,こまつな,31500,,,157958,433,128.6,106.4
2025,9,22,月,こまつな,31500,茨　城,008,80957,425,,
2025,9,22,月,こまつな,31500,福　岡,040,24768,413,,
2025,9,22,月,こまつな,31500,群　馬,010,12966,381,,
2025,9,22,月,こまつな,31500,北海道,001,7408,540,,
2025,9,22,月,こまつな,31500,和歌山,030,5640,342,,
2025,9,22,月,その他の菜類,31550,,,887,702,109.1,102.6
2025,9,22,月,ちんげんさい,31560,,,30669,522,118.1,100.0
2025,9,22,月,ちんげんさい,31560,茨　城,008,11270,549,,
2025,9,22,月,ちんげんさい,31560,静　岡,022,5439,583,,
2025,9,22,月,ちんげんさい,31560,長　野,020,4005,378,,
2025,9,22,月,ちんげんさい,31560,福　岡,040,2716,481,,
2025,9,22,月,ちんげんさい,31560,北海道,001,1653,545,,
2025,9,22,月,キャベツ,31700,,,1925563,96,113.2,101.1
2025,9,22,月,キャベツ,31700,群　馬,010,1375678,96,,
2025,9,22,月,キャベツ,31700,長　野,020,246770,97,,
2025,9,22,月,ほうれんそう,31800,,,62104,1026,116.7,102.9
2025,9,22,月,ほうれんそう,31800,岐　阜,021,23121,1048,,
2025,9,22,月,ほうれんそう,31800,群　馬,010,16434,940,,
2025,9,22,月,ほうれんそう,31800,栃　木,009,9088,1087,,
2025,9,22,月,ほうれんそう,31800,北海道,001,4191,935,,
2025,9,22,月,ねぎ,31900,,,443635,520,117.3,102.0
2025,9,22,月,ねぎ,31900,北海道,001,199051,465,,
2025,9,22,月,ねぎ,31900,青　森,002,45180,539,,
2025,9,22,月,ねぎ,31900,秋　田,005,41526,485,,
2025,9,22,月,ねぎ,31900,長　野,020,29856,427,,
2025,9,22,月,ねぎ,31900,茨　城,008,20178,420,,
2025,9,22,月,みつば,32500,,,9877,1115,99.9,105.9
2025,9,22,月,みつば,32500,千　葉,012,1680,1058,,
2025,9,22,月,みつば,32500,愛　知,023,1425,1075,,
2025,9,22,月,みつば,32500,三　重,024,1392,1389,,
2025,9,22,月,みつば,32500,埼　玉,011,1382,865,,
2025,9,22,月,みつば,32500,静　岡,022,1140,1114,,
2025,9,22,月,しゅんぎく,32600,,,3800,1713,136.0,99.0
2025,9,22,月,しゅんぎく,32600,北海道,001,813,1520,,
2025,9,22,月,しゅんぎく,32600,岐　阜,021,741,1963,,
2025,9,22,月,しゅんぎく,32600,岩　手,003,534,2044,,
2025,9,22,月,しゅんぎく,32600,群　馬,010,480,1776,,
2025,9,22,月,しゅんぎく,32600,福　岡,040,374,1383,,
2025,9,22,月,にら,32800,,,62660,919,111.4,99.2
2025,9,22,月,にら,32800,高　知,039,26450,852,,
2025,9,22,月,にら,32800,茨　城,008,7350,950,,
2025,9,22,月,にら,32800,大　分,044,5875,850,,
2025,9,22,月,にら,32800,栃　木,009,5758,1051,,
2025,9,22,月,にら,32800,北海道,001,5213,1159,,
2025,9,22,月,セルリー,32900,,,49014,261,100.2,100.4
2025,9,22,月,セルリー,32900,長　野,020,46565,257,,
2025,9,22,月,アスパラガス,33100,,,35463,1146,114.8,100.1
2025,9,22,月,アスパラガス,33100,栃　木,009,5389,1102,,
2025,9,22,月,アスパラガス,33100,佐　賀,041,4804,1122,,
2025,9,22,月,アスパラガス,33100,熊　本,043,4026,1057,,
2025,9,22,月,アスパラガス,33100,長　崎,042,3175,1002,,
2025,9,22,月,アスパラガス,33100,長　野,020,2831,1244,,
2025,9,22,月,　　うち輸入,33101,,,3420,1393,159.4,98.9
2025,9,22,月,カリフラワー,33200,,,20334,293,135.5,100.3
2025,9,22,月,カリフラワー,33200,長　野,020,16358,294,,
2025,9,22,月,ブロッコリー,33300,,,215193,624,110.4,104.9
2025,9,22,月,ブロッコリー,33300,北海道,001,167387,580,,
2025,9,22,月,ブロッコリー,33300,長　野,020,44150,799,,
2025,9,22,月,レタス,33400,,,1324179,159,137.6,100.0
2025,9,22,月,レタス,33400,長　野,020,1174774,153,,
2025,9,22,月,パセリ,33600,,,2205,3702,100.5,109.4
2025,9,22,月,パセリ,33600,長　野,020,1340,3409,,
2025,9,22,月,パセリ,33600,千　葉,012,181,3112,,
2025,9,22,月,パセリ,33600,北海道,001,173,3507,,
2025,9,22,月,パセリ,33600,大　分,044,169,3492,,
2025,9,22,月,きゅうり,34100,,,735266,461,141.7,105.3
2025,9,22,月,きゅうり,34100,北海道,001,121329,445,,
2025,9,22,月,きゅうり,34100,福　島,007,109716,488,,
2025,9,22,月,きゅうり,34100,群　馬,010,89618,547,,
2025,9,22,月,きゅうり,34100,埼　玉,011,39854,500,,
2025,9,22,月,きゅうり,34100,佐　賀,041,37260,417,,
2025,9,22,月,かぼちゃ,34200,,,530318,197,129.0,104.8
2025,9,22,月,かぼちゃ,34200,北海道,001,497704,175,,
2025,9,22,月,なす,34300,,,372333,408,133.3,103.8
2025,9,22,月,なす,34300,群　馬,010,87807,438,,
2025,9,22,月,なす,34300,高　知,039,54842,476,,
2025,9,22,月,なす,34300,茨　城,008,50829,315,,
2025,9,22,月,なす,34300,栃　木,009,41118,437,,
2025,9,22,月,なす,34300,山　梨,019,22759,355,,
2025,9,22,月,トマト,34400,,,830765,681,157.1,101.0
2025,9,22,月,トマト,34400,北海道,001,166754,671,,
2025,9,22,月,トマト,34400,岐　阜,021,156307,748,,
2025,9,22,月,トマト,34400,熊　本,043,113991,584,,
2025,9,22,月,トマト,34400,千　葉,012,89892,608,,
2025,9,22,月,トマト,34400,群　馬,010,59321,692,,
2025,9,22,月,ミニトマト,34450,,,248840,1125,145.0,100.5
2025,9,22,月,ミニトマト,34450,北海道,001,96035,1191,,
2025,9,22,月,ミニトマト,34450,茨　城,008,65500,980,,
2025,9,22,月,ミニトマト,34450,山　形,006,17307,1220,,
2025,9,22,月,ミニトマト,34450,青　森,002,15724,1261,,
2025,9,22,月,ミニトマト,34450,千　葉,012,14750,1033,,
2025,9,22,月,ピーマン,34500,,,274936,511,119.4,102.6
2025,9,22,月,ピーマン,34500,岩　手,003,80800,387,,
2025,9,22,月,ピーマン,34500,茨　城,008,57439,562,,
2025,9,22,月,ピーマン,34500,大　分,044,28462,530,,
2025,9,22,月,ピーマン,34500,北海道,001,22005,596,,
2025,9,22,月,ピーマン,34500,青　森,002,18965,398,,
2025,9,22,月,ししとう,34600,,,15235,1314,127.9,104.3
2025,9,22,月,ししとう,34600,高　知,039,5323,1689,,
2025,9,22,月,ししとう,34600,京　都,026,3781,1119,,
2025,9,22,月,ししとう,34600,千　葉,012,2127,1566,,
2025,9,22,月,ししとう,34600,北海道,001,573,686,,
2025,9,22,月,ししとう,34600,長　崎,042,568,559,,
2025,9,22,月,スイトコーン,34700,,,29578,322,85.0,99.4
2025,9,22,月,スイトコーン,34700,北海道,001,26653,322,,
2025,9,22,月,さやいんげん,35100,,,8536,1536,131.7,101.2
2025,9,22,月,さやいんげん,35100,福　島,007,3078,1501,,
2025,9,22,月,さやいんげん,35100,青　森,002,1152,1361,,
2025,9,22,月,さやいんげん,35100,群　馬,010,1144,1303,,
2025,9,22,月,さやいんげん,35100,北海道,001,876,2162,,
2025,9,22,月,さやいんげん,35100,鹿児島,046,758,1617,,
2025,9,22,月,さやえんどう,35200,,,2328,2108,117.2,92.8
2025,9,22,月,さやえんどう,35200,北海道,001,1176,3159,,
2025,9,22,月,さやえんどう,35200,青　森,002,33,3986,,
2025,9,22,月,さやえんどう,35200,岩　手,003,21,2793,,
2025,9,22,月,さやえんどう,35200,秋　田,005,6,2891,,
2025,9,22,月,さやえんどう,35200,静　岡,022,2,4590,,
2025,9,22,月,　　うち輸入,35201,,,1090,896,132.8,96.8
2025,9,22,月,えだまめ,35500,,,40738,875,124.8,105.0
2025,9,22,月,えだまめ,35500,秋　田,005,17645,632,,
2025,9,22,月,えだまめ,35500,群　馬,010,9601,1315,,
2025,9,22,月,えだまめ,35500,山　形,006,6210,759,,
2025,9,22,月,かんしょ,36100,,,430575,289,96.5,100.3
2025,9,22,月,かんしょ,36100,茨　城,008,177634,271,,
2025,9,22,月,かんしょ,36100,千　葉,012,146882,278,,
2025,9,22,月,かんしょ,36100,徳　島,036,64925,351,,
2025,9,22,月,ばれいしょ,36200,,,871206,153,87.7,101.3
2025,9,22,月,ばれいしょ,36200,北海道,001,862271,153,,
2025,9,22,月,さといも,36300,,,68296,421,107.8,102.9
2025,9,22,月,さといも,36300,千　葉,012,28766,347,,
2025,9,22,月,さといも,36300,愛　媛,038,13476,441,,
2025,9,22,月,さといも,36300,埼　玉,011,8144,382,,
2025,9,22,月,さといも,36300,静　岡,022,7699,724,,
2025,9,22,月,やまのいも,36500,,,157540,512,132.9,102.8
2025,9,22,月,やまのいも,36500,北海道,001,80624,498,,
2025,9,22,月,やまのいも,36500,青　森,002,69000,506,,
2025,9,22,月,たまねぎ,36610,,,1655295,176,119.8,106.0
2025,9,22,月,たまねぎ,36610,北海道,001,1464195,172,,
2025,9,22,月,　　うち輸入,36620,,,49819,118,91.7,115.7
2025,9,22,月,にんにく,36700,,,18380,1306,95.8,92.6
2025,9,22,月,にんにく,36700,青　森,002,7246,2387,,
