年,月,日,曜日,品目名,品目コード,産地名,産地コード,数量,価格,対前日比（数量）,対前日比（価格）
2025,9,6,土,さやえんどう,35200,北海道,001,1027,2908,,
2025,9,6,土,さやえんどう,35200,青　森,002,3,3960,,
2025,9,6,土,さやえんどう,35200,岩　手,003,3,2520,,
2025,9,6,土,さやえんどう,35200,秋　田,005,2,2160,,
2025,9,6,土,　　うち輸入,35201,,,876,1207,182.5,93.6
2025,9,6,土,えだまめ,35500,,,63478,951,116.5,102.7
2025,9,6,土,えだまめ,35500,山　形,006,25740,967,,
2025,9,6,土,えだまめ,35500,秋　田,005,14964,797,,
2025,9,6,土,えだまめ,35500,群　馬,010,12033,1134,,
2025,9,6,土,かんしょ,36100,,,322228,292,106.8,99.0
2025,9,6,土,かんしょ,36100,茨　城,008,139094,284,,
2025,9,6,土,かんしょ,36100,千　葉,012,105721,280,,
2025,9,6,土,かんしょ,36100,徳　島,036,36843,343,,
2025,9,6,土,ばれいしょ,36200,,,748355,167,89.9,97.7
2025,9,6,土,ばれいしょ,36200,北海道,001,715576,166,,
2025,9,6,土,さといも,36300,,,31702,422,114.5,100.5
2025,9,6,土,さといも,36300,千　葉,012,16031,346,,
2025,9,6,土,さといも,36300,宮　崎,045,5722,445,,
2025,9,6,土,さといも,36300,静　岡,022,4870,545,,
2025,9,6,土,やまのいも,36500,,,121726,496,66.9,97.8
2025,9,6,土,やまのいも,36500,青　森,002,58947,493,,
2025,9,6,土,やまのいも,36500,北海道,001,57309,479,,
2025,9,6,土,たまねぎ,36610,,,1048422,156,102.9,110.6
2025,9,6,土,たまねぎ,36610,北海道,001,841343,149,,
2025,9,6,土,　　うち輸入,36620,,,52475,99,161.8,88.4
2025,9,6,土,にんにく,36700,,,15670,1358,132.8,123.0
2025,9,6,土,にんにく,36700,青　森,002,7511,2203,,
2025,9,6,土,にんにく,36700,香　川,037,460,1813,,
2025,9,6,土,にんにく,36700,宮　城,004,140,1034,,
2025,9,6,土,にんにく,36700,北海道,001,112,2092,,
2025,9,6,土,にんにく,36700,佐　賀,041,50,1512,,
2025,9,6,土,　　うち輸入,36701,,,7270,458,112.3,101.3
2025,9,6,土,しょうが,37200,,,29608,941,116.7,104.2
2025,9,6,土,しょうが,37200,高　知,039,12413,1250,,
2025,9,6,土,しょうが,37200,長　崎,042,5214,738,,
2025,9,6,土,しょうが,37200,和歌山,030,3008,670,,
2025,9,6,土,しょうが,37200,千　葉,012,2156,761,,
2025,9,6,土,しょうが,37200,熊　本,043,664,1192,,
2025,9,6,土,　　うち輸入,37201,,,4708,561,100.7,102.7
2025,9,6,土,生しいたけ,38100,,,56595,962,129.0,98.6
2025,9,6,土,生しいたけ,38100,徳　島,036,14764,927,,
2025,9,6,土,生しいたけ,38100,秋　田,005,7385,1144,,
2025,9,6,土,生しいたけ,38100,長　崎,042,4024,948,,
2025,9,6,土,生しいたけ,38100,福　島,007,3101,786,,
2025,9,6,土,生しいたけ,38100,岩　手,003,2573,1022,,
2025,9,6,土,　　うち輸入,38101,,,2488,752,217.9,102.5
2025,9,6,土,なめこ,38300,,,27349,439,131.1,103.8
2025,9,6,土,なめこ,38300,長　野,020,8546,452,,
2025,9,6,土,なめこ,38300,新　潟,015,3687,208,,
2025,9,6,土,なめこ,38300,山　形,006,3494,464,,
2025,9,6,土,なめこ,38300,三　重,024,2932,587,,
2025,9,6,土,なめこ,38300,大　分,044,2115,518,,
2025,9,6,土,えのきだけ,38400,,,133931,303,127.4,100.3
2025,9,6,土,えのきだけ,38400,長　野,020,80547,320,,
2025,9,6,土,えのきだけ,38400,新　潟,015,20872,297,,
2025,9,6,土,えのきだけ,38400,宮　崎,045,11272,251,,
2025,9,6,土,しめじ,38500,,,94055,448,129.4,99.3
2025,9,6,土,しめじ,38500,長　野,020,56906,409,,
2025,9,6,土,しめじ,38500,福　岡,040,17764,425,,
2025,9,6,土,しめじ,38500,茨　城,008,8049,339,,
2025,9,6,土,その他の野菜,39000,,,332119,957,109.8,100.6
2025,9,6,土,輸入野菜計,39100,,,122853,479,124.6,81.9
2025,9,6,土,他の輸入野菜,39200,,,52592,824,100.5,94.6
