年,月,日,曜日,品目名,品目コード,産地名,産地コード,数量,価格,対前日比（数量）,対前日比（価格）
2025,9,5,金,えのきだけ,38400,長　野,020,61136,315,,
2025,9,5,金,えのきだけ,38400,新　潟,015,15091,297,,
2025,9,5,金,えのきだけ,38400,宮　崎,045,7688,285,,
2025,9,5,金,えのきだけ,38400,福　岡,040,6652,299,,
2025,9,5,金,しめじ,38500,,,72659,451,91.9,100.4
2025,9,5,金,しめじ,38500,長　野,020,41326,410,,
2025,9,5,金,しめじ,38500,福　岡,040,14014,442,,
2025,9,5,金,しめじ,38500,茨　城,008,6264,319,,
2025,9,5,金,その他の野菜,39000,,,302613,951,74.4,112.0
2025,9,5,金,輸入野菜計,39100,,,98617,585,64.8,139.6
2025,9,5,金,他の輸入野菜,39200,,,52353,871,89.3,111.1
