年,月,日,曜日,品目名,品目コード,産地名,産地コード,数量,価格,対前日比（数量）,対前日比（価格）
2025,9,12,金,ほうれんそう,31800,,,57170,997,69.8,99.4
2025,9,12,金,ほうれんそう,31800,岐　阜,021,21605,1023,,
2025,9,12,金,ほうれんそう,31800,群　馬,010,15940,910,,
2025,9,12,金,ほうれんそう,31800,栃　木,009,10416,1041,,
2025,9,12,金,ねぎ,31900,,,318181,507,74.9,101.0
2025,9,12,金,ねぎ,31900,北海道,001,124878,430,,
2025,9,12,金,ねぎ,31900,秋　田,005,34165,454,,
2025,9,12,金,ねぎ,31900,長　野,020,29359,423,,
2025,9,12,金,ねぎ,31900,茨　城,008,22556,408,,
2025,9,12,金,ねぎ,31900,青　森,002,20758,524,,
2025,9,12,金,ふき,32300,,,9,1291,－,－
2025,9,12,金,ふき,32300,徳　島,036,9,1291,,
2025,9,12,金,うど,32400,,,50,538,29.1,120.6
2025,9,12,金,うど,32400,茨　城,008,28,370,,
2025,9,12,金,うど,32400,栃　木,009,22,751,,
2025,9,12,金,みつば,32500,,,9267,981,101.1,100.3
2025,9,12,金,みつば,32500,千　葉,012,1463,859,,
2025,9,12,金,みつば,32500,三　重,024,1279,1215,,
2025,9,12,金,みつば,32500,愛　知,023,1241,1093,,
2025,9,12,金,みつば,32500,静　岡,022,1182,889,,
2025,9,12,金,みつば,32500,大　分,044,1015,874,,
2025,9,12,金,しゅんぎく,32600,,,2808,1787,73.7,99.1
2025,9,12,金,しゅんぎく,32600,福　岡,040,576,1438,,
2025,9,12,金,しゅんぎく,32600,岩　手,003,558,2091,,
2025,9,12,金,しゅんぎく,32600,岐　阜,021,464,1731,,
2025,9,12,金,しゅんぎく,32600,北海道,001,385,1923,,
2025,9,12,金,しゅんぎく,32600,群　馬,010,183,2287,,
2025,9,12,金,にら,32800,,,51094,958,86.0,97.1
2025,9,12,金,にら,32800,高　知,039,18148,1012,,
2025,9,12,金,にら,32800,茨　城,008,6093,967,,
2025,9,12,金,にら,32800,山　形,006,6028,875,,
2025,9,12,金,にら,32800,大　分,044,5970,803,,
2025,9,12,金,にら,32800,北海道,001,5212,1031,,
2025,9,12,金,セルリー,32900,,,48333,275,98.0,102.6
2025,9,12,金,セルリー,32900,長　野,020,45530,271,,
2025,9,12,金,アスパラガス,33100,,,26455,1130,56.3,100.2
2025,9,12,金,アスパラガス,33100,栃　木,009,4755,1104,,
2025,9,12,金,アスパラガス,33100,佐　賀,041,3020,1135,,
2025,9,12,金,アスパラガス,33100,福　岡,040,2747,1021,,
2025,9,12,金,アスパラガス,33100,長　崎,042,2453,996,,
2025,9,12,金,アスパラガス,33100,熊　本,043,2186,1082,,
2025,9,12,金,　　うち輸入,33101,,,1089,1424,60.9,93.5
2025,9,12,金,カリフラワー,33200,,,11993,324,73.9,98.2
2025,9,12,金,カリフラワー,33200,長　野,020,10994,325,,
2025,9,12,金,ブロッコリー,33300,,,178525,623,98.6,95.0
2025,9,12,金,ブロッコリー,33300,北海道,001,149080,584,,
2025,9,12,金,レタス,33400,,,762733,203,65.0,97.6
2025,9,12,金,レタス,33400,長　野,020,642279,205,,
2025,9,12,金,パセリ,33600,,,2053,2919,81.1,98.2
2025,9,12,金,パセリ,33600,長　野,020,1292,2643,,
2025,9,12,金,パセリ,33600,大　分,044,198,3001,,
2025,9,12,金,パセリ,33600,千　葉,012,177,2482,,
2025,9,12,金,きゅうり,34100,,,524544,428,59.0,102.1
2025,9,12,金,きゅうり,34100,福　島,007,102645,466,,
2025,9,12,金,きゅうり,34100,北海道,001,75279,413,,
2025,9,12,金,きゅうり,34100,群　馬,010,37242,495,,
2025,9,12,金,きゅうり,34100,佐　賀,041,35970,408,,
2025,9,12,金,きゅうり,34100,岩　手,003,30435,388,,
2025,9,12,金,かぼちゃ,34200,,,451198,185,116.2,93.9
2025,9,12,金,かぼちゃ,34200,北海道,001,425559,168,,
2025,9,12,金,　　うち輸入,34201,,,0,…,－,－
2025,9,12,金,なす,34300,,,259982,405,55.9,101.3
2025,9,12,金,なす,34300,群　馬,010,73747,436,,
2025,9,12,金,なす,34300,茨　城,008,44745,317,,
2025,9,12,金,なす,34300,栃　木,009,30268,439,,
2025,9,12,金,なす,34300,山　梨,019,22430,355,,
2025,9,12,金,なす,34300,高　知,039,13593,523,,
2025,9,12,金,トマト,34400,,,385435,605,55.3,101.3
2025,9,12,金,トマト,34400,北海道,001,109448,581,,
2025,9,12,金,トマト,34400,岐　阜,021,79031,600,,
2025,9,12,金,トマト,34400,熊　本,043,39994,605,,
2025,9,12,金,トマト,34400,千　葉,012,25819,511,,
2025,9,12,金,トマト,34400,青　森,002,25228,629,,
2025,9,12,金,ミニトマト,34450,,,148892,1127,55.0,99.5
2025,9,12,金,ミニトマト,34450,北海道,001,67873,1166,,
2025,9,12,金,ミニトマト,34450,茨　城,008,36621,1004,,
2025,9,12,金,ミニトマト,34450,青　森,002,8652,1218,,
2025,9,12,金,ミニトマト,34450,千　葉,012,5817,1008,,
2025,9,12,金,ミニトマト,34450,岩　手,003,4041,1091,,
2025,9,12,金,ピーマン,34500,,,243148,495,69.9,102.5
2025,9,12,金,ピーマン,34500,岩　手,003,67263,363,,
2025,9,12,金,ピーマン,34500,茨　城,008,50079,556,,
2025,9,12,金,ピーマン,34500,大　分,044,29772,542,,
2025,9,12,金,ピーマン,34500,青　森,002,28387,370,,
2025,9,12,金,ピーマン,34500,北海道,001,15841,584,,
2025,9,12,金,ししとう,34600,,,9434,1402,58.8,113.6
2025,9,12,金,ししとう,34600,高　知,039,3583,1627,,
2025,9,12,金,ししとう,34600,京　都,026,2994,1218,,
2025,9,12,金,ししとう,34600,千　葉,012,1381,1616,,
2025,9,12,金,スイトコーン,34700,,,19047,347,29.8,115.7
2025,9,12,金,スイトコーン,34700,北海道,001,14459,348,,
2025,9,12,金,スイトコーン,34700,群　馬,010,3180,335,,
2025,9,12,金,さやいんげん,35100,,,7094,1404,62.9,100.2
2025,9,12,金,さやいんげん,35100,福　島,007,2514,1390,,
2025,9,12,金,さやいんげん,35100,群　馬,010,1411,1226,,
2025,9,12,金,さやいんげん,35100,北海道,001,969,1910,,
2025,9,12,金,さやいんげん,35100,青　森,002,912,1182,,
2025,9,12,金,さやえんどう,35200,,,1450,2253,67.0,106.4
2025,9,12,金,さやえんどう,35200,北海道,001,772,3064,,
2025,9,12,金,さやえんどう,35200,青　森,002,24,3794,,
2025,9,12,金,さやえんどう,35200,岩　手,003,4,2835,,
2025,9,12,金,さやえんどう,35200,秋　田,005,3,2376,,
2025,9,12,金,さやえんどう,35200,長　野,020,2,1080,,
2025,9,12,金,　　うち輸入,35201,,,645,1224,69.1,113.1
2025,9,12,金,えだまめ,35500,,,62715,819,84.7,94.8
2025,9,12,金,えだまめ,35500,山　形,006,19034,802,,
2025,9,12,金,えだまめ,35500,秋　田,005,17110,656,,
2025,9,12,金,えだまめ,35500,群　馬,010,10688,1104,,
2025,9,12,金,えだまめ,35500,新　潟,015,3832,715,,
2025,9,12,金,かんしょ,36100,,,317428,292,78.1,98.3
2025,9,12,金,かんしょ,36100,茨　城,008,152391,269,,
2025,9,12,金,かんしょ,36100,千　葉,012,85817,297,,
2025,9,12,金,かんしょ,36100,徳　島,036,39000,368,,
2025,9,12,金,ばれいしょ,36200,,,1004746,152,102.6,95.6
2025,9,12,金,ばれいしょ,36200,北海道,001,964022,152,,
2025,9,12,金,さといも,36300,,,41629,424,96.8,90.8
2025,9,12,金,さといも,36300,千　葉,012,19407,372,,
2025,9,12,金,さといも,36300,愛　媛,038,7414,456,,
2025,9,12,金,さといも,36300,静　岡,022,6140,542,,
2025,9,12,金,さといも,36300,宮　崎,045,3961,445,,
2025,9,12,金,やまのいも,36500,,,133063,503,106.9,96.2
2025,9,12,金,やまのいも,36500,北海道,001,82951,484,,
2025,9,12,金,やまのいも,36500,青　森,002,44476,512,,
2025,9,12,金,たまねぎ,36610,,,1481094,143,108.6,85.6
2025,9,12,金,たまねぎ,36610,北海道,001,1332457,140,,
2025,9,12,金,　　うち輸入,36620,,,50996,110,64.4,110.0
2025,9,12,金,にんにく,36700,,,12043,920,83.6,65.1
2025,9,12,金,にんにく,36700,青　森,002,3365,2047,,
2025,9,12,金,にんにく,36700,香　川,037,120,1661,,
2025,9,12,金,にんにく,36700,岩　手,003,40,702,,
2025,9,12,金,にんにく,36700,長　野,020,35,1250,,
2025,9,12,金,にんにく,36700,北海道,001,30,1717,,
2025,9,12,金,　　うち輸入,36701,,,8421,456,136.3,91.2
2025,9,12,金,しょうが,37200,,,27200,943,96.1,97.1
2025,9,12,金,しょうが,37200,高　知,039,10710,1309,,
2025,9,12,金,しょうが,37200,長　崎,042,4097,727,,
2025,9,12,金,しょうが,37200,和歌山,030,3096,672,,
2025,9,12,金,しょうが,37200,千　葉,012,2420,787,,
2025,9,12,金,しょうが,37200,熊　本,043,828,1148,,
2025,9,12,金,　　うち輸入,37201,,,4902,553,88.1,97.7
2025,9,12,金,生しいたけ,38100,,,46951,993,77.0,100.6
2025,9,12,金,生しいたけ,38100,徳　島,036,13432,918,,
2025,9,12,金,生しいたけ,38100,秋　田,005,5010,1251,,
2025,9,12,金,生しいたけ,38100,長　崎,042,3680,947,,
2025,9,12,金,生しいたけ,38100,岩　手,003,3177,1060,,
2025,9,12,金,生しいたけ,38100,福　島,007,3060,879,,
2025,9,12,金,　　うち輸入,38101,,,772,777,58.1,101.3
2025,9,12,金,なめこ,38300,,,22728,434,88.8,96.9
2025,9,12,金,なめこ,38300,長　野,020,6516,437,,
2025,9,12,金,なめこ,38300,新　潟,015,3480,236,,
2025,9,12,金,なめこ,38300,山　形,006,3163,462,,
2025,9,12,金,なめこ,38300,三　重,024,2155,586,,
2025,9,12,金,なめこ,38300,大　分,044,1544,503,,
2025,9,12,金,えのきだけ,38400,,,120732,321,80.4,100.3
2025,9,12,金,えのきだけ,38400,長　野,020,73883,338,,
2025,9,12,金,えのきだけ,38400,新　潟,015,15140,300,,
2025,9,12,金,えのきだけ,38400,宮　崎,045,11225,286,,
2025,9,12,金,しめじ,38500,,,85133,447,90.4,97.8
2025,9,12,金,しめじ,38500,長　野,020,52117,394,,
2025,9,12,金,しめじ,38500,福　岡,040,15188,452,,
2025,9,12,金,しめじ,38500,茨　城,008,5967,364,,
2025,9,12,金,その他の野菜,39000,,,303021,1042,78.8,111.2
2025,9,12,金,輸入野菜計,39100,,,124107,572,74.8,120.4
2025,9,12,金,他の輸入野菜,39200,,,57285,976,80.7,115.6
