年,月,日,曜日,品目名,品目コード,産地名,産地コード,数量,価格,対前日比（数量）,対前日比（価格）
2025,9,9,火,野菜総計,30000,,,12053570,286,85.9,95.0
2025,9,9,火,野菜総計,30000,北海道,001,4560040,219,,
2025,9,9,火,野菜総計,30000,長　野,020,2150972,211,,
2025,9,9,火,野菜総計,30000,群　馬,010,1577888,153,,
2025,9,9,火,野菜総計,30000,茨　城,008,530684,414,,
2025,9,9,火,野菜総計,30000,青　森,002,507132,301,,
2025,9,9,火,野菜総計,30000,岩　手,003,279632,284,,
2025,9,9,火,野菜総計,30000,千　葉,012,237730,421,,
2025,9,9,火,だいこん,30100,,,964898,128,103.9,97.7
2025,9,9,火,だいこん,30100,北海道,001,577039,131,,
2025,9,9,火,だいこん,30100,青　森,002,260002,114,,
2025,9,9,火,かぶ,30200,,,35846,206,111.2,97.6
2025,9,9,火,かぶ,30200,千　葉,012,14912,174,,
2025,9,9,火,かぶ,30200,青　森,002,13569,268,,
2025,9,9,火,かぶ,30200,埼　玉,011,6003,141,,
2025,9,9,火,にんじん,30300,,,741348,149,82.3,96.1
2025,9,9,火,にんじん,30300,北海道,001,716687,151,,
2025,9,9,火,ごぼう,30400,,,76139,380,102.6,93.4
2025,9,9,火,ごぼう,30400,青　森,002,40377,316,,
2025,9,9,火,ごぼう,30400,鹿児島,046,12832,631,,
2025,9,9,火,ごぼう,30400,群　馬,010,5597,392,,
2025,9,9,火,ごぼう,30400,北海道,001,5470,268,,
2025,9,9,火,れんこん,30600,,,86428,389,107.9,100.5
2025,9,9,火,れんこん,30600,茨　城,008,49642,387,,
2025,9,9,火,れんこん,30600,佐　賀,041,12156,300,,
2025,9,9,火,れんこん,30600,愛　知,023,8765,349,,
2025,9,9,火,はくさい,31100,,,949356,131,88.5,100.0
2025,9,9,火,はくさい,31100,長　野,020,864202,131,,
2025,9,9,火,みずな,31300,,,37049,440,102.8,98.0
2025,9,9,火,みずな,31300,茨　城,008,28043,402,,
