年,月,日,曜日,品目名,品目コード,産地名,産地コード,数量,価格,対前日比（数量）,対前日比（価格）
2025,9,26,金,えのきだけ,38400,,,129080,318,102.2,100.6
2025,9,26,金,えのきだけ,38400,長　野,020,85365,320,,
2025,9,26,金,えのきだけ,38400,新　潟,015,14627,313,,
2025,9,26,金,えのきだけ,38400,福　岡,040,7731,323,,
2025,9,26,金,しめじ,38500,,,86146,429,98.2,98.8
2025,9,26,金,しめじ,38500,長　野,020,50709,400,,
2025,9,26,金,しめじ,38500,福　岡,040,15988,426,,
2025,9,26,金,しめじ,38500,新　潟,015,6175,398,,
2025,9,26,金,その他の野菜,39000,,,243964,1107,84.6,106.9
2025,9,26,金,輸入野菜計,39100,,,117468,616,89.3,102.5
2025,9,26,金,他の輸入野菜,39200,,,46900,1196,76.5,116.1
